"ID"	"ETA"	"AGE"	"GENDER"	"STUDY"	"STUDYAGE"	"TRUEETA"	"STUDYETA"	"ZETA"	"W"	"Z1"	"Z2"	"Z3"	"Z4"	"BIN_1"	"BIN_2"	"BIN_3"	"BIN_4"	"BIN_5"	"BIN_6"	"BIN_7"	"BIN_8"	"BIN_9"	"BIN_10"	"BIN_11"	"BIN_12"
100432	0.924	1	1	1	1	0.8431530073	0.8431530073	0.1031530073	-0.913052042	11.175720166	9.1986752939	9.6553634242	5.6649201144	0	1	1	0	1	0	0	0	1	1	0	1
100433	0.493	-1	1	1	-1	0.4944725937	0.4944725937	0.1544725937	-2.264910563	12.025370078	7.5769020758	7.2440110596	5.1296719617	0	1	1	1	0	1	1	0	0	0	0	0
100434	1.289	1	1	1	1	1.7535292624	1.7535292624	1.0135292624	1.6202716102	11.629830284	10.214392259	12.813944137	17.260082819	1	1	1	1	1	0	0	1	0	1	0	1
100435	0.463	-1	1	1	-1	0.3130679351	0.3130679351	-0.026932065	0.896006163	11.876443569	8.1086092286	8.5094454626	8.9320176768	0	0	1	1	1	0	1	1	0	0	0	0
100436	0.093	-2	1	1	-2	1.1461431697	1.1461431697	1.0061431697	-0.412657428	11.025242876	12.118533122	9.5367570091	7.0985718588	0	0	1	0	0	1	1	0	1	0	0	0
100437	-0.035	-1	1	1	-1	-0.236761799	-0.236761799	-0.576761799	0.3019571611	8.7691799832	9.386371793	11.227535111	11.394303953	1	0	1	0	0	0	0	0	0	0	1	0
100438	2.433	0	1	1	0	1.9527253758	1.9527253758	1.4127253758	2.6004496342	13.764665234	11.749360858	6.7413449741	19.541623516	1	1	1	1	1	1	1	1	1	1	1	1
100439	-1.124	-3	-1	1	-3	-0.396547386	-0.396547386	-0.336547386	-0.099842892	10.421748363	-0.152158373	7.6182478861	5.9232949341	0	0	1	0	0	0	0	0	0	0	0	0
100440	0.679	-1	1	1	-1	0.628355253	0.628355253	0.288355253	-0.16903484	11.492629309	10.848534338	10.750297386	5.8842361927	0	0	1	0	0	1	1	1	1	0	0	1
100441	-0.596	-2	-1	1	-2	-0.282254561	-0.282254561	-0.422254561	0.9279713152	7.7708449302	5.8431104427	7.9860141054	3.2730836458	1	0	0	0	1	0	0	0	0	0	0	0
100442	1.04	-2	-1	1	-2	0.4591803876	0.4591803876	0.3191803876	0.7509996354	6.8494021657	3.3494667039	3.6250857725	8.4561028908	0	1	1	1	1	1	0	1	1	0	1	0
100443	1.184	0	-1	1	0	1.6185300329	1.6185300329	1.0785300329	-0.333996214	10.277854087	10.353110304	13.641694199	4.6547816732	1	1	0	0	1	1	1	0	0	1	1	1
100444	-0.408	-1	1	1	-1	0.255002446	0.255002446	-0.084997554	0.0566506499	9.1856075878	7.9963305275	6.8330015994	10.745651549	0	0	1	0	0	0	0	1	0	0	0	0
100445	-0.987	-2	1	1	-2	-0.357095941	-0.357095941	-0.497095941	0.0118585835	8.0072335282	8.1705853279	11.155518298	3.8720496141	1	0	0	0	0	0	0	0	0	0	0	0
100446	-0.25	0	-1	1	0	-0.147453935	-0.147453935	-0.687453935	-0.479804841	11.283820755	8.0329397367	7.080760332	7.6137934953	1	0	0	0	1	0	1	0	0	0	0	0
100447	-1.428	-3	1	1	-3	-0.287563919	-0.287563919	-0.227563919	-0.097806751	7.1431705912	13.149353567	10.516986914	8.4080764457	0	0	0	0	0	0	0	0	0	0	0	0
100448	1.587	1	1	1	1	1.6023653611	1.6023653611	0.8623653611	0.1319965211	13.295940863	10.217514811	11.282183891	10.710198404	0	0	0	1	1	1	0	1	1	1	1	1
100449	-0.739	0	-1	1	0	-0.362483966	-0.362483966	-0.902483966	0.47390087	9.9377993649	6.9277755874	11.605166399	7.6675850072	0	0	0	0	0	0	0	0	0	1	0	0
100450	-0.229	-3	1	1	-3	-0.028732367	-0.028732367	0.031267633	1.4262007316	7.8903581659	6.8551430743	9.9676406583	9.4529177705	0	0	1	0	1	0	0	1	0	0	0	0
100451	0.125	-2	-1	1	-2	0.059575394	0.059575394	-0.080424606	-1.020091007	7.2182442997	9.1253464964	9.3238163455	8.6142243865	0	0	0	1	1	0	0	1	0	1	0	0
100452	-0.199	-3	-1	1	-3	0.6655104509	0.6655104509	0.7255104509	0.8052777707	11.700929093	5.82458303	12.430379028	13.56402534	0	1	1	0	0	0	0	0	1	1	0	0
100453	1.177	-1	-1	1	-1	1.3294836372	1.3294836372	0.9894836372	-0.536373485	12.445163866	11.855610105	5.97751085	7.0677708911	1	1	1	0	1	1	1	0	1	1	0	1
100454	-1.037	1	1	1	1	-1.120855884	-1.120855884	-1.860855884	-1.527743672	8.8820679482	10.666616932	8.9545058473	10.345309543	0	0	0	0	0	0	0	0	0	0	0	0
100455	1.171	1	1	1	1	1.3015922658	1.3015922658	0.5615922658	-0.053073212	9.7747760716	13.24424135	11.473650838	12.700643142	1	0	1	1	1	0	1	1	0	1	1	0
100456	-0.368	-1	-1	1	-1	0.4615421765	0.4615421765	0.1215421765	0.7230184838	10.791573203	8.6073659304	7.383806772	11.294064075	0	1	0	0	1	0	0	0	0	0	0	0
100457	0.443	0	1	1	0	0.427010678	0.427010678	-0.112989322	0.2941888402	14.562662387	8.5995379307	8.1237046822	11.677659139	0	0	1	1	0	0	0	0	1	0	1	0
100458	0.128	-1	1	1	-1	-0.260230566	-0.260230566	-0.600230566	-1.671665322	13.530479294	9.8462144593	8.4801266504	3.8726266054	0	0	1	0	0	0	0	0	0	1	0	1
100459	2.103	2	-1	1	2	1.6828450094	1.6828450094	0.7428450094	0.5370305146	11.12509862	13.740518513	9.6220940498	10.966409771	1	1	1	0	1	1	1	1	1	1	1	1
100460	-0.215	1	1	1	1	-0.277927529	-0.277927529	-1.017927529	-0.80130943	12.845399035	9.9278304478	9.0358338531	7.8726775375	0	1	1	0	0	0	0	0	0	0	0	0
100461	1.516	-1	1	1	-1	1.5650504896	1.5650504896	1.2250504896	0.9978286571	8.466469764	11.389466681	6.6193060564	10.520845557	1	1	1	1	1	1	1	0	1	1	1	0
100462	-0.723	-2	-1	1	-2	-1.308034569	-1.308034569	-1.448034569	-1.067084881	9.9006960344	0.6619019642	6.4290461501	4.565998787	1	1	0	0	0	0	0	0	0	0	0	0
100463	0.872	1	-1	1	1	1.0626545778	1.0626545778	0.3226545778	1.2227027238	16.320080257	8.8923337421	13.400653412	7.1126826891	1	1	1	0	1	0	0	1	0	1	1	0
100464	1.114	0	1	1	0	0.7959310724	0.7959310724	0.2559310724	-0.238724332	10.514086143	13.229153656	10.591450823	12.197531826	1	1	1	1	1	0	1	0	1	0	1	0
100465	0.812	0	-1	1	0	1.0321601288	1.0321601288	0.4921601288	-0.477418803	10.889131465	9.2620449243	10.709522435	6.8993098254	1	1	1	0	1	0	0	1	0	1	1	0
100466	1.375	0	-1	1	0	1.2768247035	1.2768247035	0.7368247035	0.121268838	12.928593619	11.191388885	9.2306591552	8.4232852093	0	1	1	1	1	0	1	1	1	0	1	1
100467	-0.865	0	1	1	0	-0.179935517	-0.179935517	-0.719935517	-0.712761385	10.031308994	7.7101434992	12.762387646	10.357195935	0	0	0	0	0	0	1	0	0	0	0	0
100468	-0.194	-1	1	1	-1	0.0547765287	0.0547765287	-0.285223471	0.4816953812	10.386974141	6.9534530595	7.1541751619	6.5058722065	1	0	1	0	0	0	0	1	0	0	0	0
100469	1.023	-1	-1	1	-1	0.8228790753	0.8228790753	0.4828790753	1.0810548437	14.235610045	6.2131777904	5.2855240467	10.22501329	1	1	1	1	1	1	1	0	0	0	1	0
100470	-0.338	-2	1	1	-2	-0.047603168	-0.047603168	-0.187603168	0.8271803495	9.9298006558	12.859448592	6.9344653695	8.4643937997	0	0	1	1	0	0	0	0	0	0	0	0
100471	0.908	0	-1	1	0	1.3480925351	1.3480925351	0.8080925351	-0.500602434	7.0036054512	10.59266579	9.1382062628	6.7635404988	0	1	1	1	1	0	1	0	0	1	1	0
100472	-1.259	-1	-1	1	-1	-0.90828083	-0.90828083	-1.24828083	-1.242148771	8.3713093034	7.9341892328	7.7349299613	2.015839737	0	0	0	0	0	0	0	0	0	0	0	0
100473	0.456	-2	-1	1	-2	0.984811179	0.984811179	0.844811179	-2.140139547	11.387641051	6.5512949424	6.1155520248	5.5713673297	0	1	0	0	1	0	1	1	1	0	0	1
100474	1.393	0	1	1	0	1.2434255733	1.2434255733	0.7034255733	-0.67544959	10.91540205	12.871201467	13.409845703	10.862186376	0	1	1	1	0	0	1	1	1	1	1	1
100475	-1.359	-2	-1	1	-2	-0.122306138	-0.122306138	-0.262306138	0.1788250673	8.7892889989	7.7216822405	7.4197562195	0.5797634413	0	0	0	0	0	0	0	0	0	0	0	0
100476	-0.834	-2	1	1	-2	-0.15900249	-0.15900249	-0.29900249	-0.360587617	10.735717954	8.9280300576	6.4400862007	9.3552324577	0	0	1	0	0	0	0	0	0	0	0	0
100477	-1.034	2	1	1	2	-1.783849646	-1.783849646	-2.723849646	-0.132300873	9.86686981	7.1328426099	9.1323740251	11.007760566	0	0	0	0	0	0	0	0	0	0	0	0
100478	-0.197	-1	1	1	-1	0.293494042	0.293494042	-0.046505958	-0.246501291	11.503646887	10.875715013	8.3727028133	16.112742651	0	0	0	0	0	0	1	1	1	0	0	0
100479	-1.216	-1	1	1	-1	-1.016080655	-1.016080655	-1.356080655	-0.384549006	10.390385051	7.8514556383	6.371844868	6.8899127369	0	0	0	0	0	0	0	0	0	0	0	0
100480	-0.217	-1	1	1	-1	0.2272489341	0.2272489341	-0.112751066	0.1013795746	12.381172413	8.7908655128	9.3998395522	9.2154709152	0	0	1	0	0	0	1	1	0	0	0	0
100481	-0.912	-2	-1	1	-2	-0.872269885	-0.872269885	-1.012269885	0.0536634269	7.4163393535	0.7561711596	5.403934485	5.8150135807	0	1	0	0	0	0	0	0	0	0	0	0
100482	1.495	-1	-1	1	-1	0.9116352129	0.9116352129	0.5716352129	-0.305248583	14.11190413	5.9075218803	6.4295576416	9.8202241846	0	1	1	1	1	1	1	1	1	1	1	0
100483	-0.605	0	1	1	0	-0.444119019	-0.444119019	-0.984119019	0.4549748191	6.7456974086	10.458576961	6.231334882	10.817196585	0	1	0	0	0	0	0	0	0	0	0	0
100484	-0.41	-2	1	1	-2	0.4248424256	0.4248424256	0.2848424256	-0.355205453	11.149573353	10.061830429	7.6101329414	10.445353953	1	0	1	0	0	0	1	0	0	0	0	0
100485	-0.616	-1	1	1	-1	-0.79016118	-0.79016118	-1.13016118	-1.492340342	8.4317166037	10.337760811	8.6477131836	9.927824137	1	0	0	0	0	0	1	0	0	0	0	0
100486	-0.615	-3	-1	1	-3	-0.213699336	-0.213699336	-0.153699336	-0.172725648	7.9133373379	7.8117575375	8.5533575494	2.3473556474	0	0	0	0	1	0	0	0	1	0	0	0
100487	2.705	1	1	1	1	2.5138065726	2.5138065726	1.7738065726	1.6159497494	15.051165384	14.142462822	9.8413252103	15.741840398	1	1	1	1	1	1	1	1	1	1	1	1
100488	1.322	0	1	1	0	0.8647122599	0.8647122599	0.3247122599	-0.573230038	7.9894131097	7.5790170528	10.06247636	8.645119058	1	0	1	1	1	0	0	0	1	1	1	1
100489	-1.638	-4	1	1	-4	-0.573577362	-0.573577362	-0.313577362	1.5208818943	6.3072711219	6.0972263026	11.017549445	10.111583724	0	0	0	0	0	0	0	0	0	0	0	0
100490	-0.733	-1	1	1	-1	0.4673418837	0.4673418837	0.1273418837	0.061429157	12.156290959	7.2555438569	5.4210071916	13.562824051	0	0	1	0	0	0	0	0	0	0	0	0
100491	-1.083	0	1	1	0	-1.163253356	-1.163253356	-1.703253356	-1.923562228	3.9183616727	7.0428885351	13.466546261	9.5262229227	0	0	0	0	0	0	0	0	0	0	0	0
100492	1.301	-1	1	1	-1	1.2988318438	1.2988318438	0.9588318438	0.7503382102	9.178056058	6.3515145202	10.471071651	9.8263502798	0	1	1	1	1	0	1	1	1	1	0	1
100493	-0.07	0	1	1	0	-0.993868259	-0.993868259	-1.533868259	-2.569078625	10.184509623	10.564139653	10.801885823	2.082126527	1	1	1	0	0	0	0	0	0	0	0	0
100494	0.259	0	1	1	0	0.5788228147	0.5788228147	0.0388228147	0.0843125735	8.8110353863	7.865782722	10.186329917	13.98829473	1	0	1	0	0	1	0	1	0	0	0	0
100495	-0.758	0	1	1	0	-0.514093224	-0.514093224	-1.054093224	-0.021080766	4.7607511984	9.4984291986	6.0613873944	11.753097959	1	0	0	0	0	0	0	0	0	0	0	0
100496	0.67	-1	-1	1	-1	0.4633618392	0.4633618392	0.1233618392	0.4462486166	16.531078539	7.7453501824	7.1165263979	8.4390128556	1	1	1	0	1	0	0	0	0	0	1	1
100497	0.229	0	-1	1	0	0.62691519	0.62691519	0.08691519	-1.424618803	12.650821351	10.396245224	14.928961298	5.5350319594	1	1	0	0	1	0	0	0	0	0	1	0
100498	0.11	-2	1	1	-2	0.4491042375	0.4491042375	0.3091042375	2.4118739565	9.7813664976	11.740898553	7.8878655983	12.437197571	0	0	0	0	0	0	1	1	0	1	1	0
100499	-0.238	-2	1	1	-2	0.5632925405	0.5632925405	0.4232925405	-1.599550359	8.5288309878	8.1757415219	9.360910749	7.9272388937	1	0	1	0	0	0	0	0	0	1	0	0
100500	-0.959	1	1	1	1	-0.683145616	-0.683145616	-1.423145616	-1.615756782	7.6719103253	11.122437435	8.2876428229	11.393788807	0	0	0	0	0	0	0	0	0	0	0	0
